,Date,DailyReturn,AccReturn
4115,2017-03-03,0.0008200922195737191,0.3182799772806987
4116,2017-03-06,-0.00471292125404508,0.3167799488110355
4117,2017-03-07,0.011013127525832061,0.320268686784918
4118,2017-03-08,0.005478258409085638,0.32202320141146423
4119,2017-03-09,0.002068550998080754,0.32268932282614904
4120,2017-03-10,0.0043563197660186,0.32409506070145977
4121,2017-03-13,-0.003518984684189973,0.32295457514662973
4122,2017-03-14,-0.0015456187076278273,0.32245541051356913
4123,2017-03-15,-0.00018907688608088907,0.3223944416486493
4124,2017-03-16,0.005041417034580414,0.32401976647863084
4125,2017-03-17,-0.007266391128107308,0.3216653121221591
4126,2017-03-20,-0.006891564827385288,0.3194485347709481
4127,2017-03-21,0.011369147256119028,0.3230803922035105
4128,2017-03-22,-0.008620913568835278,0.3202951440665386
4129,2017-03-23,-0.010357108787558796,0.31697781241531464
4130,2017-03-24,-0.003986051854266871,0.3157143224183751
4131,2017-03-27,0.008950208777506732,0.3185400315180686
4132,2017-03-28,0.0030100598344655737,0.3194988560726105
4133,2017-03-29,-0.025981138899067755,0.31119791191489476
4134,2017-03-30,-0.014378857128922486,0.3067232416006515
4135,2017-03-31,-0.0058474632792309775,0.304929688708505
4136,2017-04-05,0.01583495978869157,0.3097582380675824
4137,2017-04-06,-0.008007968157240666,0.3072777039606942
4138,2017-04-07,-0.012611920709694186,0.30340234192248505
4139,2017-04-10,0.007643091447568009,0.3057212737672049
4140,2017-04-11,0.018099813264547286,0.3112547717333909
4141,2017-04-12,0.002695431214466007,0.3120937375607726
4142,2017-04-13,-0.0026695710508547028,0.31126058115382726
4143,2017-04-14,0.02195637451656767,0.3180947350458852
4144,2017-04-17,0.0034980197659929737,0.319207436716534
4145,2017-04-18,-0.01571410365929544,0.3141913779671524
4146,2017-04-19,-0.009290205279993028,0.3112724755686337
4147,2017-04-20,-0.002823287646144015,0.3103936638337761
4148,2017-04-21,-0.0005474528518490934,0.3102237379373144
4149,2017-04-24,0.00998870777180997,0.31332247219944875
4150,2017-04-25,-0.008887285875782228,0.3105378858177054
4151,2017-04-26,-0.011266019448085437,0.3070393599567158
4152,2017-04-27,-0.006855586998225796,0.30493442491265293
4153,2017-04-28,0.0049693494142978535,0.3064497506184919
4154,2017-05-02,0.015470825800705919,0.31119078132698036
4155,2017-05-03,0.018594387451463936,0.31697718328629804
4156,2017-05-04,-0.014095163505284334,0.3125093380604332
4157,2017-05-05,0.011048087446247815,0.31596196855509384
4158,2017-05-08,0.020751288577349303,0.32251858654404797
4159,2017-05-09,0.011955244254696584,0.3263743750228616
4160,2017-05-10,-0.012840423763479557,0.32218358974202727
4161,2017-05-11,0.008572909614003204,0.3249456405360008
4162,2017-05-12,-0.0003419392599877339,0.32483452886413966
4163,2017-05-15,-0.0017522612546395306,0.3242653339050419
4164,2017-05-16,0.010843881753525398,0.32778162884267564
4165,2017-05-17,-0.004351313071237296,0.3263553483565811
4166,2017-05-18,-0.007335306655981026,0.32396143179756604
4167,2017-05-19,-0.004709488367429587,0.32243573920301954
4168,2017-05-22,0.005002081910036649,0.3240485891812363
4169,2017-05-23,0.0016280400049248145,0.32457615324796285
4170,2017-05-24,-0.004953520206546618,0.3229683587142859
4171,2017-05-25,-0.0033979439562186187,0.32187093033174285
4172,2017-05-26,0.006572181627222325,0.32398632454640613
4173,2017-05-31,-0.006572197058351806,0.32185702257727605
4174,2017-06-01,0.003362072693879575,0.32293912928421653
4175,2017-06-02,-0.002822664436325454,0.322027580488888
4176,2017-06-03,-0.010112912171705894,0.31877094385053695
4177,2017-06-05,-0.0036126408393191145,0.3176193389203942
4178,2017-06-06,-0.011550663061606757,0.3139506249546744
4179,2017-06-07,0.010019678755415519,0.3170963093617822
4180,2017-06-08,-0.006155303729507306,0.3151444852661546
4181,2017-06-09,-0.0001274768388652988,0.31510431164338704
4182,2017-06-12,-0.019915122866734518,0.3088289705611712
4183,2017-06-13,0.00586466085911196,0.3106401477369811
4184,2017-06-14,0.014866560660392505,0.31525829833686625
4185,2017-06-15,0.003781041620337127,0.3164503030840346
4186,2017-06-16,-0.004790094498830669,0.31493447622807846
4187,2017-06-19,0.010917440111919922,0.31837275451147734
4188,2017-06-20,0.016346620218543783,0.3235770730174081
4189,2017-06-21,-0.008574334539803696,0.32080261494394635
4190,2017-06-22,-0.0046376621405689895,0.31931484080202527
4191,2017-06-23,0.0006008268699062604,0.31950669373833895
4192,2017-06-26,0.02452080162456831,0.3273412539932185
4193,2017-06-27,0.0008732382752687858,0.32762710090527986
4194,2017-06-28,-0.0069848889300048265,0.325338661994997
4195,2017-06-29,0.00934753067260241,0.32837977511697863
4196,2017-06-30,-0.004989178150807387,0.326741429917798
4197,2017-07-03,0.0019193017099060606,0.3273685453029363
4198,2017-07-04,-0.005446110818718224,0.3255856599266539
4199,2017-07-05,0.008684659871628066,0.32841326064219645
4200,2017-07-06,-0.0074666184447607425,0.32596112413278144
4201,2017-07-07,-0.001821978572783556,0.3253672299490511
4202,2017-07-10,-0.000498818910341574,0.32520493062194705
4203,2017-07-11,0.01695275191028271,0.3307180491307816
4204,2017-07-12,-0.013519125585506008,0.326247030291189
4205,2017-07-13,-0.005608586924844217,0.3244172454628286
4206,2017-07-14,-0.015964295118460425,0.31923815281474194
4207,2017-07-17,-0.004237043209338898,0.31788552696719635
4208,2017-07-18,-0.0020686841348475926,0.31722792222086166
4209,2017-07-19,0.0032632289426766676,0.31826310955807796
4210,2017-07-20,0.0021236979614868453,0.31893900427506294
4211,2017-07-21,-0.006835239152390451,0.3167589799058176
4212,2017-07-24,-0.003077636158852026,0.3157841110156184
4213,2017-07-25,-0.010544720115917972,0.3124542559479047
4214,2017-07-26,-0.013846051640239679,0.3081279981848374
4215,2017-07-27,0.0012315895551419393,0.30850748540904865
4216,2017-07-28,-0.0031423233998054594,0.30753805511863264
4217,2017-07-31,-0.006658953744989837,0.3054901734347735
4218,2017-08-01,0.005752851721422682,0.30724761310489546
4219,2017-08-02,0.005010888731265626,0.308787196707111
4220,2017-08-03,-0.0014779312549431213,0.3083308304579713
4221,2017-08-04,-0.008363867559554842,0.3057519922274933
4222,2017-08-07,-0.004778883424520186,0.3042908390998233
4223,2017-08-08,0.006385427840973136,0.30623386629556437
4224,2017-08-09,0.005466171756688813,0.3079077932064508
4225,2017-08-10,0.012292511502543353,0.31169275329616386
4226,2017-08-11,-0.004403502508036459,0.31032021347528743
4227,2017-08-14,0.019979323038630918,0.3165202012657271
4228,2017-08-15,-0.009104806506299704,0.3136383460778676
4229,2017-08-16,-0.00828516948836212,0.3110397992225629
4230,2017-08-17,-0.008989432359732244,0.308243727986267
4231,2017-08-18,-0.005033026480410601,0.3066923291408916
4232,2017-08-21,-0.008626761722794534,0.3040465674951843
4233,2017-08-22,0.0031878236091404085,0.3050158143213236
4234,2017-08-23,0.00257560832667857,0.3058014155924582
